run_accession,sample_name,sample_acc,experiment,library_name,sra_study,center_name,platform,assay_type,librarysource,organism,releasedate,bases,size_in_bytes,size_in_GB,disease_sam,disease_stage_sam_s_dpl172,tissue_sam,run_file_create_date
SRR8618309,YD10B_UPPER_AERODIGESTIVE_TRACT,SRS4397847,SRX5417207,RNASeq-YD10B_UPPER_AERODIGESTIVE_TRACT,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,10874760698,5272969612,5.27,carcinoma (squamous_cell_carcinoma),primary,upper_aerodigestive_tract,2019-02-25T10:02:00.000Z
SRR8615826,TCCSUP_URINARY_TRACT,SRS4395593,SRX5414574,RNASeq-TCCSUP_URINARY_TRACT,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14362084254,7198678187,7.2,carcinoma (transitional_cell_carcinoma),primary,urinary_tract,2019-02-23T23:50:00.000Z
SRR8615418,HS606T_FIBROBLAST,SRS4395387,SRX5414335,RNASeq-HS606T_FIBROBLAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17995434822,8843159993,8.84,carcinoma,primary,breast,2019-02-23T22:57:00.000Z
SRR8615879,OVISE_OVARY,SRS4396067,SRX5415171,RNASeq-OVISE_OVARY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,21781515570,10919222014,10.92,carcinoma (clear_cell_carcinoma),metastasis,ovary,2019-02-24T00:30:00.000Z
SRR8615230,ONCODG1_OVARY,SRS4395548,SRX5414523,RNASeq-ONCODG1_OVARY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,23191527484,12185589821,12.19,carcinoma (adenocarcinoma),metastasis,ovary,2019-02-23T23:08:00.000Z
SRR8616071,KPNSI9S_AUTONOMIC_GANGLIA,SRS4395913,SRX5414979,RNASeq-KPNSI9S_AUTONOMIC_GANGLIA,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16096241932,7620611326,7.62,neuroblastoma,metastasis,autonomic_ganglia,2019-02-24T00:45:00.000Z
SRR8615925,SW1088_CENTRAL_NERVOUS_SYSTEM,SRS4396026,SRX5415125,RNASeq-SW1088_CENTRAL_NERVOUS_SYSTEM,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,10315203326,4886587110,4.89,glioma,primary,central_nervous_system,2019-02-23T23:55:00.000Z
SRR8615521,MHHES1_BONE,SRS4395156,SRX5414232,RNASeq-MHHES1_BONE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,20773700200,10961032751,10.96,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,metastasis,bone,2019-02-23T23:31:00.000Z
SRR8618301,ZR751_BREAST,SRS4397855,SRX5417215,RNASeq-ZR751_BREAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,12039337966,5730856855,5.73,carcinoma (ductal_carcinoma),metastasis,breast,2019-02-25T10:02:00.000Z
SRR8615571,SNU1079_BILIARY_TRACT,SRS4395790,SRX5414829,RNASeq-SNU1079_BILIARY_TRACT,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,21100015242,11379066565,11.38,carcinoma,primary,biliary_tract,2019-02-23T23:41:00.000Z
SRR8616122,BICR31_UPPER_AERODIGESTIVE_TRACT,SRS4395867,SRX5414928,RNASeq-BICR31_UPPER_AERODIGESTIVE_TRACT,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,22846181416,12613398020,12.61,carcinoma (squamous_cell_carcinoma),primary,upper_aerodigestive_tract,2019-02-24T01:02:00.000Z
SRR8615283,HCC95_LUNG,SRS4395500,SRX5414470,RNASeq-HCC95_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18551489110,9066864566,9.07,carcinoma (squamous_cell_carcinoma),primary,lung,2019-02-23T23:02:00.000Z
SRR8615380,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395417,SRX5414373,RNASeq-GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17927026714,10097517810,10.1,lymphoid_neoplasm (mantle_cell_lymphoma),primary,haematopoietic_and_lymphoid_tissue,2019-02-23T22:49:00.000Z
SRR8615973,PRECLH_PROSTATE,SRS4395985,SRX5415077,RNASeq-PRECLH_PROSTATE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,12879928848,6892719357,6.89,other (immortalized_epithelial),NA,prostate,2019-02-24T00:07:00.000Z
SRR8616119,BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395871,SRX5414931,RNASeq-BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,20342213656,11332858904,11.33,lymphoid_neoplasm (Burkitt_lymphoma),primary,haematopoietic_and_lymphoid_tissue,2019-02-24T00:55:00.000Z
SRR8615719,LCLC97TM1_LUNG,SRS4395267,SRX5414681,RNASeq-LCLC97TM1_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14224442464,6719274209,6.72,carcinoma (large_cell_carcinoma),primary,lung,2019-02-23T23:39:00.000Z
SRR8615347,KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395446,SRX5414406,RNASeq-KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18894465920,10117616696,10.12,lymphoid_neoplasm (plasma_cell_myeloma),primary,haematopoietic_and_lymphoid_tissue,2019-02-23T22:55:00.000Z
SRR8616098,SCC4_UPPER_AERODIGESTIVE_TRACT,SRS4395888,SRX5414952,RNASeq-SCC4_UPPER_AERODIGESTIVE_TRACT,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17717619576,8909928216,8.91,carcinoma (squamous_cell_carcinoma),primary,upper_aerodigestive_tract,2019-02-24T00:49:00.000Z
SRR8615870,OVCAR4_OVARY,SRS4396074,SRX5415179,RNASeq-OVCAR4_OVARY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16682074858,8366072901,8.37,carcinoma,primary,ovary,2019-02-24T00:17:00.000Z
SRR8616059,SW480_LARGE_INTESTINE,SRS4395253,SRX5414991,RNASeq-SW480_LARGE_INTESTINE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16578590662,8303509529,8.3,carcinoma (adenocarcinoma),primary,large_intestine,2019-02-24T00:59:00.000Z
SRR8615547,LNCAPCLONEFGC_PROSTATE,SRS4395808,SRX5414853,RNASeq-LNCAPCLONEFGC_PROSTATE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14732501552,6973140356,6.97,carcinoma (adenocarcinoma),metastasis,prostate,2019-02-23T23:18:00.000Z
SRR8615549,LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395806,SRX5414851,RNASeq-LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,12771466766,6006690002,6.01,lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia),primary,haematopoietic_and_lymphoid_tissue,2019-02-23T23:17:00.000Z
SRR8616045,HT1197_URINARY_TRACT,SRS4395932,SRX5415005,RNASeq-HT1197_URINARY_TRACT,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17711209914,9182144969,9.18,carcinoma,primary,urinary_tract,2019-02-24T00:40:00.000Z
SRR8615667,HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395723,SRX5414733,RNASeq-HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19998788608,9869437781,9.87,lymphoid_neoplasm (B_cell_lymphoma_unspecified),metastasis,haematopoietic_and_lymphoid_tissue,2019-02-23T23:53:00.000Z
SRR8615989,NCIH1666_LUNG,SRS4395974,SRX5415061,RNASeq-NCIH1666_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16177064354,8017044477,8.02,carcinoma (bronchioloalveolar_adenocarcinoma),metastasis,lung,2019-02-24T00:35:00.000Z
SRR8618312,YKG1_CENTRAL_NERVOUS_SYSTEM,SRS4397844,SRX5417204,RNASeq-YKG1_CENTRAL_NERVOUS_SYSTEM,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15490302734,7730136450,7.73,"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)",primary,central_nervous_system,2019-02-25T10:10:00.000Z
SRR8615427,CORL95_LUNG,SRS4395116,SRX5414326,RNASeq-CORL95_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,21653014280,12094599413,12.09,carcinoma (small_cell_carcinoma),primary,lung,2019-02-23T23:01:00.000Z
SRR8615598,RERFLCAD2_LUNG,SRS4395173,SRX5414802,RNASeq-RERFLCAD2_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19682229156,10600956535,10.6,carcinoma (adenocarcinoma),primary,lung,2019-02-23T23:43:00.000Z
SRR8616185,LOVO_LARGE_INTESTINE,SRS4395816,SRX5414865,RNASeq-LOVO_LARGE_INTESTINE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,21314065956,11391132353,11.39,carcinoma (adenocarcinoma),metastasis,large_intestine,2019-02-24T01:18:00.000Z
SRR8615954,NCIH1648_LUNG,SRS4395242,SRX5415096,RNASeq-NCIH1648_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,22031046574,11623720113,11.62,carcinoma (adenocarcinoma),metastasis,lung,2019-02-24T00:36:00.000Z
SRR8616211,HOS_BONE,SRS4396085,SRX5415191,RNASeq-HOS_BONE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17467028678,8545445484,8.55,osteosarcoma,primary,bone,2019-02-24T01:11:00.000Z
SRR8616120,BICR18_UPPER_AERODIGESTIVE_TRACT,SRS4395870,SRX5414930,RNASeq-BICR18_UPPER_AERODIGESTIVE_TRACT,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,28572663470,17204264056,17.2,carcinoma (squamous_cell_carcinoma),primary,upper_aerodigestive_tract,2019-02-24T01:06:00.000Z
SRR8615660,HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395729,SRX5414740,RNASeq-HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18438999754,9098667396,9.1,lymphoid_neoplasm (plasma_cell_myeloma),primary,haematopoietic_and_lymphoid_tissue,2019-02-23T23:45:00.000Z
SRR8615268,CAL148_BREAST,SRS4395513,SRX5414485,RNASeq-CAL148_BREAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,28459504472,15918290584,15.92,carcinoma (ductal_carcinoma),metastasis,breast,2019-02-23T23:14:00.000Z
SRR8615869,FTC133_THYROID,SRS4396075,SRX5415180,RNASeq-FTC133_THYROID,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19410740550,10804387665,10.8,carcinoma (follicular_carcinoma),metastasis,thyroid,2019-02-24T00:10:00.000Z
SRR8616077,KPMRTRY_SOFT_TISSUE,SRS4395907,SRX5414973,RNASeq-KPMRTRY_SOFT_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,11722901330,5370445456,5.37,NA,NA,soft_tissue,2019-02-24T00:23:00.000Z
SRR8615430,RVH421_SKIN,SRS4395378,SRX5414323,RNASeq-RVH421_SKIN,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17618020850,8074929458,8.07,malignant_melanoma,metastasis,skin,2019-02-23T22:58:00.000Z
SRR8615576,SNU1040_LARGE_INTESTINE,SRS4395140,SRX5414824,RNASeq-SNU1040_LARGE_INTESTINE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,22294024718,12013720222,12.01,carcinoma,primary,large_intestine,2019-02-23T23:43:00.000Z
SRR8615516,MKN74_STOMACH,SRS4395307,SRX5414237,RNASeq-MKN74_STOMACH,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18549219640,9203515580,9.2,carcinoma (tubular_adenocarcinoma),metastasis,stomach,2019-02-23T23:29:00.000Z
SRR8615888,HS936T_SKIN,SRS4396059,SRX5415162,RNASeq-HS936T_SKIN,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17577914356,8789421186,8.79,malignant_melanoma,primary,skin,2019-02-24T00:21:00.000Z
SRR8615318,NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395182,SRX5414435,RNASeq-NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,24132285924,12702764030,12.7,lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia),primary,haematopoietic_and_lymphoid_tissue,2019-02-23T23:10:00.000Z
SRR8616106,NCIH2291_LUNG,SRS4395125,SRX5414944,RNASeq-NCIH2291_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16630014206,8754745267,8.75,carcinoma (adenocarcinoma),metastasis,lung,2019-02-24T00:44:00.000Z
SRR8615467,TE6_OESOPHAGUS,SRS4395351,SRX5414286,RNASeq-TE6_OESOPHAGUS,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14862254636,7266218166,7.27,carcinoma (squamous_cell_carcinoma),primary,oesophagus,2019-02-23T23:13:00.000Z
SRR8615264,CAL51_BREAST,SRS4395517,SRX5414489,RNASeq-CAL51_BREAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16384377560,8714690439,8.71,carcinoma,metastasis,breast,2019-02-23T22:53:00.000Z
SRR8615808,NCIH510_LUNG,SRS4395606,SRX5414592,RNASeq-NCIH510_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18710990128,9253349831,9.25,carcinoma (small_cell_carcinoma),primary,lung,2019-02-24T00:16:00.000Z
SRR8615695,MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395697,SRX5414705,RNASeq-MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15835403978,8432321741,8.43,"haematopoietic_neoplasm (acute_myeloid_leukaemia, M5)",primary,haematopoietic_and_lymphoid_tissue,2019-02-23T23:46:00.000Z
SRR8615591,RERFLCAI_LUNG,SRS4395172,SRX5414809,RNASeq-RERFLCAI_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19542922280,10501702750,10.5,carcinoma (squamous_cell_carcinoma),primary,lung,2019-02-23T23:37:00.000Z
SRR8615492,INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395329,SRX5414261,RNASeq-INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15976377354,8545199610,8.55,NA,NA,haematopoietic_and_lymphoid_tissue,2019-02-23T23:24:00.000Z
SRR8616179,HCC1937_BREAST,SRS4395820,SRX5414871,RNASeq-HCC1937_BREAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18651137528,9194471664,9.19,carcinoma (ductal_carcinoma),primary,breast,2019-02-24T00:59:00.000Z
SRR8615825,TCCPAN2_PANCREAS,SRS4395594,SRX5414575,RNASeq-TCCPAN2_PANCREAS,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,13058467760,6282562597,6.28,carcinoma,primary,pancreas,2019-02-23T23:46:00.000Z
SRR8616001,HCC2218_BREAST,SRS4395965,SRX5415049,RNASeq-HCC2218_BREAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19831879038,9924218709,9.92,carcinoma (ductal_carcinoma),primary,breast,2019-02-24T00:44:00.000Z
SRR8615874,OV90_OVARY,SRS4396071,SRX5415176,RNASeq-OV90_OVARY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16284953564,8158752416,8.16,carcinoma (mixed_carcinoma),metastasis,ovary,2019-02-24T00:07:00.000Z
SRR8616132,HEYA8_OVARY,SRS4395857,SRX5414918,RNASeq-HEYA8_OVARY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15648988278,8207568510,8.21,carcinoma,metastasis,ovary,2019-02-24T00:48:00.000Z
SRR8615844,IGROV1_OVARY,SRS4395578,SRX5414556,RNASeq-IGROV1_OVARY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17236340234,9002859923,9.0,carcinoma (adenocarcinoma),primary,ovary,2019-02-24T00:14:00.000Z
SRR8615618,COLO800_SKIN,SRS4395192,SRX5414782,RNASeq-COLO800_SKIN,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,20443752592,11507623355,11.51,malignant_melanoma,primary,skin,2019-02-23T23:42:00.000Z
SRR8615222,TE15_OESOPHAGUS,SRS4395556,SRX5414531,RNASeq-TE15_OESOPHAGUS,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16971434000,8513264356,8.51,carcinoma (squamous_cell_carcinoma),primary,oesophagus,2019-02-23T22:54:00.000Z
SRR8616032,HT29_LARGE_INTESTINE,SRS4395943,SRX5415018,RNASeq-HT29_LARGE_INTESTINE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,11213881530,5637599883,5.64,carcinoma (adenocarcinoma),primary,large_intestine,2019-02-24T00:10:00.000Z
SRR8615959,DANG_PANCREAS,SRS4395998,SRX5415091,RNASeq-DANG_PANCREAS,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,20371574154,10170936344,10.17,carcinoma,primary,pancreas,2019-02-24T00:42:00.000Z
SRR8615917,JHOM2B_OVARY,SRS4396031,SRX5415133,RNASeq-JHOM2B_OVARY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14866763478,7017167529,7.02,carcinoma (adenocarcinoma),primary,ovary,2019-02-24T00:00:00.000Z
SRR8615461,HCC827GR5_LUNG,SRS4395355,SRX5414292,RNASeq-HCC827GR5_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17091533504,9170368425,9.17,carcinoma (non_small_cell_carcinoma),NA,lung,2019-02-23T23:22:00.000Z
SRR8615919,JHH4_LIVER,SRS4396029,SRX5415131,RNASeq-JHH4_LIVER,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16677495316,8191567043,8.19,carcinoma (hepatocellular_carcinoma),primary,liver,2019-02-24T00:25:00.000Z
SRR8616068,MKN7_STOMACH,SRS4395914,SRX5414982,RNASeq-MKN7_STOMACH,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,14555273216,7250018791,7.25,carcinoma (tubular_adenocarcinoma),metastasis,stomach,2019-02-24T00:19:00.000Z
SRR8616145,COLO201_LARGE_INTESTINE,SRS4395850,SRX5414905,RNASeq-COLO201_LARGE_INTESTINE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,20745846218,11663146512,11.66,carcinoma (adenocarcinoma),metastasis,large_intestine,2019-02-24T01:02:00.000Z
SRR8616206,HOP92_LUNG,SRS4395284,SRX5415196,RNASeq-HOP92_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,17165291986,8428513779,8.43,carcinoma (large_cell_carcinoma),primary,lung,2019-02-24T01:21:00.000Z
SRR8616030,SNU738_CENTRAL_NERVOUS_SYSTEM,SRS4395944,SRX5415020,RNASeq-SNU738_CENTRAL_NERVOUS_SYSTEM,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19825459276,10664461016,10.66,glioma (oligodendroglioma),primary,central_nervous_system,2019-02-24T00:45:00.000Z
SRR8615275,HEC1A_ENDOMETRIUM,SRS4395508,SRX5414478,RNASeq-HEC1A_ENDOMETRIUM,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,18984062414,10113984519,10.11,carcinoma (adenocarcinoma),primary,endometrium,2019-02-23T22:47:00.000Z
SRR8615872,LN382_CENTRAL_NERVOUS_SYSTEM,SRS4395812,SRX5414857,RNASeq-LN382_CENTRAL_NERVOUS_SYSTEM,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16908765116,9027213320,9.03,glioma (astrocytoma_Grade_IV),NA,central_nervous_system,2019-02-24T00:23:00.000Z
SRR8616165,647V_URINARY_TRACT,SRS4395833,SRX5414885,RNASeq-647V_URINARY_TRACT,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16371797808,8197275261,8.2,carcinoma (transitional_cell_carcinoma),primary,urinary_tract,2019-02-24T01:05:00.000Z
SRR8615766,MDAMB175VII_BREAST,SRS4395633,SRX5414634,RNASeq-MDAMB175VII_BREAST,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,15590012358,7362303645,7.36,carcinoma (ductal_carcinoma),metastasis,breast,2019-02-23T23:59:00.000Z
SRR8615358,KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRS4395436,SRX5414395,RNASeq-KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16472803060,8241923780,8.24,lymphoid_neoplasm (plasma_cell_myeloma),primary,haematopoietic_and_lymphoid_tissue,2019-02-23T22:57:00.000Z
SRR8615956,COV434_OVARY,SRS4396000,SRX5415094,RNASeq-COV434_OVARY,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,19206308672,10214646853,10.21,sex_cord-stromal_tumour (granulosa_cell_tumour),primary,ovary,2019-02-24T00:36:00.000Z
SRR8615454,HCC515_LUNG,SRS4395359,SRX5414299,RNASeq-HCC515_LUNG,SRP186687,BROAD INSTITUTE,ILLUMINA,RNA-Seq,TRANSCRIPTOMIC,Homo sapiens,2019-03-27 00:00:00+00:00,16410385060,8748974941,8.75,NA,NA,lung,2019-02-23T23:20:00.000Z
