,CellLine,Run,GCS_RNA_SRA_dirpaths,Tissue,Experiment,Sample,SRAStudy,ReleaseDate,LibraryName,LibrarySource,Sex,CenterName,size_MB,download_path
543,DETROIT562,SRR8616007,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616007/,UPPER_AERODIGESTIVE_TRACT,SRX5415043,SRS4395959,SRP186687,2019-03-27 12:24:38,RNASeq-DETROIT562_UPPER_AERODIGESTIVE_TRACT,TRANSCRIPTOMIC,female,BROAD INSTITUTE,11266,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616007.sralite.1
544,MOLM16,SRR8616064,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616064/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414986,SRS4395918,SRP186687,2019-03-27 12:24:38,RNASeq-MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,11278,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616064.sralite.1
545,SF126,SRR8615752,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615752/,CENTRAL_NERVOUS_SYSTEM,SRX5414648,SRS4395645,SRP186687,2019-03-27 12:24:33,RNASeq-SF126_CENTRAL_NERVOUS_SYSTEM,TRANSCRIPTOMIC,,BROAD INSTITUTE,7665,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615752.sralite.1
546,MEG01,SRR8615234,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615234/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414519,SRS4395544,SRP186687,2019-03-27 12:24:31,RNASeq-MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7555,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615234.sralite.1
547,KM12,SRR8615906,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615906/,LARGE_INTESTINE,SRX5415144,SRS4396041,SRP186687,2019-03-27 12:24:40,RNASeq-KM12_LARGE_INTESTINE,TRANSCRIPTOMIC,,BROAD INSTITUTE,10026,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615906.sralite.1
548,FU97,SRR8615735,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615735/,STOMACH,SRX5414665,SRS4395662,SRP186687,2019-03-27 12:24:33,RNASeq-FU97_STOMACH,TRANSCRIPTOMIC,female,BROAD INSTITUTE,9166,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615735.sralite.1
549,MOLP8,SRR8616065,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616065/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414985,SRS4395917,SRP186687,2019-03-27 12:24:38,RNASeq-MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,11452,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616065.sralite.1
550,LN382,SRR8615872,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615872/,CENTRAL_NERVOUS_SYSTEM,SRX5414857,SRS4395812,SRP186687,2019-03-27 12:24:36,RNASeq-LN382_CENTRAL_NERVOUS_SYSTEM,TRANSCRIPTOMIC,male,BROAD INSTITUTE,8609,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615872.sralite.1
551,NCIH929,SRR8615498,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615498/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414255,SRS4395325,SRP186687,2019-03-27 12:24:27,RNASeq-NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,11779,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615498.sralite.1
552,MKN45,SRR8615515,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615515/,STOMACH,SRX5414238,SRS4395308,SRP186687,2019-03-27 12:24:27,RNASeq-MKN45_STOMACH,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8990,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615515.sralite.1
553,UACC893,SRR8615337,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615337/,BREAST,SRX5414416,SRS4395454,SRP186687,2019-03-27 12:24:30,RNASeq-UACC893_BREAST,TRANSCRIPTOMIC,female,BROAD INSTITUTE,9156,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615337.sralite.1
554,RPMI8226,SRR8616028,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616028/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5415022,SRS4395945,SRP186687,2019-03-27 12:24:39,RNASeq-RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7192,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616028.sralite.1
555,SNU119,SRR8615939,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615939/,OVARY,SRX5415111,SRS4396012,SRP186687,2019-03-27 12:24:40,RNASeq-SNU119_OVARY,TRANSCRIPTOMIC,female,BROAD INSTITUTE,14018,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615939.sralite.1
556,JHOM2B,SRR8615917,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615917/,OVARY,SRX5415133,SRS4396031,SRP186687,2019-03-27 12:24:40,RNASeq-JHOM2B_OVARY,TRANSCRIPTOMIC,female,BROAD INSTITUTE,6692,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615917.sralite.1
557,NCIH1155,SRR8615600,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615600/,LUNG,SRX5414800,SRS4395179,SRP186687,2019-03-27 12:24:35,RNASeq-NCIH1155_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,10150,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615600.sralite.1
558,HMEL,SRR8616207,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616207/,BREAST,SRX5415195,SRS4396089,SRP186687,2019-03-27 12:24:41,RNASeq-HMEL_BREAST,TRANSCRIPTOMIC,,BROAD INSTITUTE,8592,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616207.sralite.1
559,TGBC11TKB,SRR8615672,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615672/,STOMACH,SRX5414728,SRS4395250,SRP186687,2019-03-27 12:24:34,RNASeq-TGBC11TKB_STOMACH,TRANSCRIPTOMIC,female,BROAD INSTITUTE,5190,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615672.sralite.1
560,ONS76,SRR8615867,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615867/,CENTRAL_NERVOUS_SYSTEM,SRX5414533,SRS4395558,SRP186687,2019-03-27 12:24:31,RNASeq-ONS76_CENTRAL_NERVOUS_SYSTEM,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7610,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615867.sralite.1
561,LNZ308,SRR8615548,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615548/,CENTRAL_NERVOUS_SYSTEM,SRX5414852,SRS4395807,SRP186687,2019-03-27 12:24:36,RNASeq-LNZ308_CENTRAL_NERVOUS_SYSTEM,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7869,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615548.sralite.1
562,SHP77,SRR8615674,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615674/,LUNG,SRX5414726,SRS4395717,SRP186687,2019-03-27 12:24:34,RNASeq-SHP77_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,8399,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615674.sralite.1
563,LXF289,SRR8615401,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615401/,LUNG,SRX5414352,SRS4395152,SRP186687,2019-03-27 12:24:29,RNASeq-LXF289_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,6767,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615401.sralite.1
564,HS737T,SRR8615790,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615790/,FIBROBLAST,SRX5414610,SRS4395106,SRP186687,2019-03-27 12:24:32,RNASeq-HS737T_FIBROBLAST,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7673,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615790.sralite.1
565,CAKI1,SRR8615272,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615272/,KIDNEY,SRX5414481,SRS4395510,SRP186687,2019-03-27 12:24:30,RNASeq-CAKI1_KIDNEY,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7747,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615272.sralite.1
566,HCC1438,SRR8615815,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615815/,LUNG,SRX5414585,SRS4395134,SRP186687,2019-03-27 12:24:32,RNASeq-HCC1438_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,11221,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/615/SRR8615815/SRR8615815.lite.1
567,IALM,SRR8615848,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615848/,LUNG,SRX5414552,SRS4395214,SRP186687,2019-03-27 12:24:32,RNASeq-IALM_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,9155,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615848.sralite.1
568,NCIH2444,SRR8615536,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615536/,LUNG,SRX5414217,SRS4395120,SRP186687,2019-03-27 12:24:27,RNASeq-NCIH2444_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,11089,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/615/SRR8615536/SRR8615536.lite.1
569,UBLC1,SRR8615336,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615336/,URINARY_TRACT,SRX5414417,SRS4395455,SRP186687,2019-03-27 12:24:30,RNASeq-UBLC1_URINARY_TRACT,TRANSCRIPTOMIC,female,BROAD INSTITUTE,5239,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615336.sralite.1
570,LN235,SRR8615835,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615835/,CENTRAL_NERVOUS_SYSTEM,SRX5414565,SRS4395585,SRP186687,2019-03-27 12:24:32,RNASeq-LN235_CENTRAL_NERVOUS_SYSTEM,TRANSCRIPTOMIC,male,BROAD INSTITUTE,8275,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615835.sralite.1
571,SNU175,SRR8615935,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615935/,LARGE_INTESTINE,SRX5415115,SRS4395226,SRP186687,2019-03-27 12:24:40,RNASeq-SNU175_LARGE_INTESTINE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8200,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615935.sralite.1
572,CCK81,SRR8615251,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615251/,LARGE_INTESTINE,SRX5414502,SRS4395527,SRP186687,2019-03-27 12:24:31,RNASeq-CCK81_LARGE_INTESTINE,TRANSCRIPTOMIC,,BROAD INSTITUTE,7892,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615251.sralite.1
573,SNU1214,SRR8615936,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615936/,UPPER_AERODIGESTIVE_TRACT,SRX5415114,SRS4396015,SRP186687,2019-03-27 12:24:40,RNASeq-SNU1214_UPPER_AERODIGESTIVE_TRACT,TRANSCRIPTOMIC,male,BROAD INSTITUTE,11084,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615936.sralite.1
574,NCIH1395,SRR8615945,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615945/,LUNG,SRX5415105,SRS4395245,SRP186687,2019-03-27 12:24:39,RNASeq-NCIH1395_LUNG,TRANSCRIPTOMIC,female,BROAD INSTITUTE,10351,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615945.sralite.1
575,NCIH841,SRR8615975,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615975/,LUNG,SRX5415075,SRS4395983,SRP186687,2019-03-27 12:24:39,RNASeq-NCIH841_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,18054,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615975.sralite.1
576,NCIH2081,SRR8615601,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615601/,LUNG,SRX5414799,SRS4395770,SRP186687,2019-03-27 12:24:35,RNASeq-NCIH2081_LUNG,TRANSCRIPTOMIC,female,BROAD INSTITUTE,9408,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/615/SRR8615601/SRR8615601.lite.1
577,TE5,SRR8615469,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615469/,OESOPHAGUS,SRX5414284,SRS4395349,SRP186687,2019-03-27 12:24:28,RNASeq-TE5_OESOPHAGUS,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8379,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615469.sralite.1
578,HEYA8,SRR8616132,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616132/,OVARY,SRX5414918,SRS4395857,SRP186687,2019-03-27 12:24:37,RNASeq-HEYA8_OVARY,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7827,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616132.sralite.1
579,HDQP1,SRR8615278,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615278/,BREAST,SRX5414475,SRS4395505,SRP186687,2019-03-27 12:24:30,RNASeq-HDQP1_BREAST,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8747,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615278.sralite.1
580,NCIH661,SRR8616158,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616158/,LUNG,SRX5414892,SRS4395839,SRP186687,2019-03-27 12:24:37,RNASeq-NCIH661_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,6909,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616158.sralite.1
581,SUPT11,SRR8615927,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615927/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5415123,SRS4396023,SRP186687,2019-03-27 12:24:40,RNASeq-SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,9040,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615927.sralite.1
582,HS819T,SRR8615325,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615325/,FIBROBLAST,SRX5414428,SRS4395464,SRP186687,2019-03-27 12:24:30,RNASeq-HS819T_FIBROBLAST,TRANSCRIPTOMIC,male,BROAD INSTITUTE,8427,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615325.sralite.1
583,KHM1B,SRR8615913,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615913/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5415137,SRS4396034,SRP186687,2019-03-27 12:24:40,RNASeq-KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,6627,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615913.sralite.1
584,TUHR4TKB,SRR8615894,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615894/,KIDNEY,SRX5415156,SRS4396053,SRP186687,2019-03-27 12:24:41,RNASeq-TUHR4TKB_KIDNEY,TRANSCRIPTOMIC,,BROAD INSTITUTE,3904,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/8615/SRR8615894/SRR8615894.lite.1
585,HCC15,SRR8616176,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616176/,LUNG,SRX5414874,SRS4395822,SRP186687,2019-03-27 12:24:36,RNASeq-HCC15_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,8780,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616176.sralite.1
586,U118MG,SRR8615688,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615688/,CENTRAL_NERVOUS_SYSTEM,SRX5414712,SRS4395704,SRP186687,2019-03-27 12:24:34,RNASeq-U118MG_CENTRAL_NERVOUS_SYSTEM,TRANSCRIPTOMIC,,BROAD INSTITUTE,14233,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615688.sralite.1
587,SUDHL1,SRR8615448,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615448/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414305,SRS4395363,SRP186687,2019-03-27 12:24:28,RNASeq-SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,9161,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615448.sralite.1
588,HS683,SRR8615784,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615784/,CENTRAL_NERVOUS_SYSTEM,SRX5414616,SRS4395621,SRP186687,2019-03-27 12:24:32,RNASeq-HS683_CENTRAL_NERVOUS_SYSTEM,TRANSCRIPTOMIC,male,BROAD INSTITUTE,10712,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615784.sralite.1
589,NCIH446,SRR8615811,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615811/,LUNG,SRX5414589,SRS4395603,SRP186687,2019-03-27 12:24:32,RNASeq-NCIH446_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,9116,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615811.sralite.1
590,SNU407,SRR8615317,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615317/,LARGE_INTESTINE,SRX5414436,SRS4395469,SRP186687,2019-03-27 12:24:30,RNASeq-SNU407_LARGE_INTESTINE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,8612,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615317.sralite.1
591,OCILY3,SRR8615263,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615263/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414490,SRS4395518,SRP186687,2019-03-27 12:24:31,RNASeq-OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,,BROAD INSTITUTE,17483,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615263.sralite.1
592,PC14,SRR8615640,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615640/,LUNG,SRX5414760,SRS4395745,SRP186687,2019-03-27 12:24:35,RNASeq-PC14_LUNG,TRANSCRIPTOMIC,,BROAD INSTITUTE,8647,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615640.sralite.1
593,LAMA84,SRR8615684,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615684/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414716,SRS4395708,SRP186687,2019-03-27 12:24:34,RNASeq-LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,9087,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615684.sralite.1
594,NCIH596,SRR8616162,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616162/,LUNG,SRX5414888,SRS4395835,SRP186687,2019-03-27 12:24:36,RNASeq-NCIH596_LUNG,TRANSCRIPTOMIC,male,BROAD INSTITUTE,10811,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616162.sralite.1
595,BHT101,SRR8615776,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615776/,THYROID,SRX5414624,SRS4395624,SRP186687,2019-03-27 12:24:33,RNASeq-BHT101_THYROID,TRANSCRIPTOMIC,female,BROAD INSTITUTE,13553,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615776.sralite.1
596,JHH7,SRR8615914,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615914/,LIVER,SRX5415136,SRS4396033,SRP186687,2019-03-27 12:24:40,RNASeq-JHH7_LIVER,TRANSCRIPTOMIC,male,BROAD INSTITUTE,6743,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615914.sralite.1
597,RD,SRR8615595,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615595/,SOFT_TISSUE,SRX5414805,SRS4395773,SRP186687,2019-03-27 12:24:35,RNASeq-RD_SOFT_TISSUE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,12930,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615595.sralite.1
598,HPAC,SRR8616212,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616212/,PANCREAS,SRX5415190,SRS4396084,SRP186687,2019-03-27 12:24:41,RNASeq-HPAC_PANCREAS,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8341,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/616/SRR8616212.sralite.1
599,PANC0327,SRR8615436,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615436/,PANCREAS,SRX5414317,SRS4395374,SRP186687,2019-03-27 12:24:28,RNASeq-PANC0327_PANCREAS,TRANSCRIPTOMIC,female,BROAD INSTITUTE,7737,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615436.sralite.1
600,LS411N,SRR8615393,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615393/,LARGE_INTESTINE,SRX5414360,SRS4395405,SRP186687,2019-03-27 12:24:29,RNASeq-LS411N_LARGE_INTESTINE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,8967,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615393.sralite.1
601,MOLT16,SRR8616060,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8616060/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414990,SRS4395921,SRP186687,2019-03-27 12:24:38,RNASeq-MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,female,BROAD INSTITUTE,9992,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/616/SRR8616060.sralite.1
602,OCIM1,SRR8615262,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615262/,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SRX5414491,SRS4395519,SRP186687,2019-03-27 12:24:31,RNASeq-OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TRANSCRIPTOMIC,,BROAD INSTITUTE,7476,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615262.sralite.1
603,HS281T,SRR8615415,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615415/,FIBROBLAST,SRX5414338,SRS4395389,SRP186687,2019-03-27 12:24:28,RNASeq-HS281T_FIBROBLAST,TRANSCRIPTOMIC,female,BROAD INSTITUTE,8685,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/615/SRR8615415.sralite.1
604,KMRC1,SRR8615902,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615902/,KIDNEY,SRX5415148,SRS4396045,SRP186687,2019-03-27 12:24:40,RNASeq-KMRC1_KIDNEY,TRANSCRIPTOMIC,male,BROAD INSTITUTE,7412,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/615/SRR8615902.sralite.1
605,HUTU80,SRR8615847,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615847/,SMALL_INTESTINE,SRX5414553,SRS4395575,SRP186687,2019-03-27 12:24:32,RNASeq-HUTU80_SMALL_INTESTINE,TRANSCRIPTOMIC,male,BROAD INSTITUTE,8366,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615847.sralite.1
606,SW780,SRR8615671,gs://ncbi-ccle-data/rawdata/RNA/SRA/SRR8615671/,URINARY_TRACT,SRX5414729,SRS4395719,SRP186687,2019-03-27 12:24:34,RNASeq-SW780_URINARY_TRACT,TRANSCRIPTOMIC,female,BROAD INSTITUTE,14161,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/615/SRR8615671.sralite.1
